,Symbol,Name,Date,Open,High,Low,Close,Adj_Close,Volume
0,AAPL,Apple Inc.,2022-01-03 00:00:00-05:00,177.8300018310547,182.8800048828125,177.7100067138672,182.00999450683597,179.0765838623047,"104,487,900"
1,AAPL,Apple Inc.,2022-01-04 00:00:00-05:00,182.6300048828125,182.94000244140625,179.1199951171875,179.6999969482422,176.80386352539062,"99,310,400"
2,AAPL,Apple Inc.,2022-01-05 00:00:00-05:00,179.61000061035156,180.1699981689453,174.63999938964844,174.9199981689453,172.10084533691406,"94,537,600"
3,AAPL,Apple Inc.,2022-01-06 00:00:00-05:00,172.6999969482422,175.3000030517578,171.63999938964844,172.0,169.22792053222656,"96,904,000"
4,AAPL,Apple Inc.,2022-01-07 00:00:00-05:00,172.88999938964844,174.13999938964844,171.02999877929688,172.1699981689453,169.39517211914062,"86,709,100"
5,AAPL,Apple Inc.,2022-01-10 00:00:00-05:00,169.0800018310547,172.5,168.1699981689453,172.19000244140625,169.4148406982422,"106,765,600"
6,AAPL,Apple Inc.,2022-01-11 00:00:00-05:00,172.32000732421875,175.17999267578125,170.82000732421875,175.0800018310547,172.25830078125,"76,138,300"
7,AAPL,Apple Inc.,2022-01-12 00:00:00-05:00,176.1199951171875,177.17999267578125,174.82000732421875,175.52999877929688,172.7010498046875,"74,805,200"
8,AAPL,Apple Inc.,2022-01-13 00:00:00-05:00,175.77999877929688,176.6199951171875,171.7899932861328,172.19000244140625,169.4148406982422,"84,505,800"
9,AAPL,Apple Inc.,2022-01-14 00:00:00-05:00,171.33999633789062,173.77999877929688,171.08999633789062,173.07000732421875,170.28070068359375,"80,440,800"
10,AAPL,Apple Inc.,2022-01-18 00:00:00-05:00,171.50999450683594,172.5399932861328,169.41000366210938,169.8000030517578,167.06338500976562,"90,956,700"
11,AAPL,Apple Inc.,2022-01-19 00:00:00-05:00,170.0,171.0800018310547,165.94000244140625,166.22999572753906,163.5509490966797,"94,815,000"
12,AAPL,Apple Inc.,2022-01-20 00:00:00-05:00,166.97999572753906,169.67999267578125,164.17999267578125,164.50999450683594,161.85861206054688,"91,420,500"
13,AAPL,Apple Inc.,2022-01-21 00:00:00-05:00,164.4199981689453,166.3300018310547,162.3000030517578,162.41000366210938,159.79248046875,"122,848,900"
14,AAPL,Apple Inc.,2022-01-24 00:00:00-05:00,160.02000427246094,162.3000030517578,154.6999969482422,161.6199951171875,159.0152130126953,"162,294,600"
15,AAPL,Apple Inc.,2022-01-25 00:00:00-05:00,158.97999572753906,162.75999450683594,157.02000427246094,159.77999877929688,157.20484924316406,"115,798,400"
16,AAPL,Apple Inc.,2022-01-26 00:00:00-05:00,163.5,164.38999938964844,157.82000732421875,159.69000244140625,157.11630249023438,"108,275,300"
17,AAPL,Apple Inc.,2022-01-27 00:00:00-05:00,162.4499969482422,163.83999633789062,158.27999877929688,159.22000122070312,156.65390014648438,"121,954,600"
18,AAPL,Apple Inc.,2022-01-28 00:00:00-05:00,165.7100067138672,170.35000610351562,162.8000030517578,170.3300018310547,167.5848388671875,"179,935,700"
19,AAPL,Apple Inc.,2022-01-31 00:00:00-05:00,170.16000366210938,175.0,169.50999450683594,174.77999877929688,171.96311950683594,"115,541,600"
20,AAPL,Apple Inc.,2022-02-01 00:00:00-05:00,174.00999450683594,174.83999633789062,172.30999755859375,174.61000061035156,171.79583740234375,"86,213,900"
21,AAPL,Apple Inc.,2022-02-02 00:00:00-05:00,174.75,175.8800048828125,173.3300018310547,175.83999633789062,173.0060272216797,"84,914,300"
22,AAPL,Apple Inc.,2022-02-03 00:00:00-05:00,174.47999572753906,176.24000549316406,172.1199951171875,172.89999389648438,170.11341857910156,"89,418,100"
23,AAPL,Apple Inc.,2022-02-04 00:00:00-05:00,171.67999267578125,174.10000610351562,170.67999267578125,172.38999938964844,169.82774353027344,"82,465,400"
24,AAPL,Apple Inc.,2022-02-07 00:00:00-05:00,172.86000061035156,173.9499969482422,170.9499969482422,171.66000366210938,169.1085662841797,"77,251,200"
